agent_id,survey_id,cell,mg,tenure,income,income_bracket,household_size,generations,has_vehicle,has_children,has_elderly,housing_cost_burden,mg_criteria_met,longitude,latitude,grid_x,grid_y,flood_zone,flood_depth,zipcode,rcv_building,rcv_contents,tp_score,cp_score,sc_score,pa_score,sp_score,flood_experience,flood_frequency,sfha_awareness,elevated,has_insurance,relocated,cumulative_damage,cumulative_oop,memory_flood_exp,memory_insurance,memory_social,memory_gov_trust,memory_place,memory_zone
H0045,5dea7a7df87f5519e686ff7b,MG-Owner,True,Owner,20000.0,"Less than $25,000",1,1,True,False,True,True,True,-74.292239,40.867509,226,379,HIGH,0.666,8028,179689.98,56774.56,2.36,2.12,4.0,2.89,2.33,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I have strong connections with my neighbors. We look out for each other and share information abo...,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I know this area floods regularly.
H0046,677b71754229c2e3c5a7786f,MG-Owner,True,Owner,20000.0,"Less than $25,000",2,1,True,False,False,True,True,-74.28002,40.930547,270,152,HIGH,1.774,8823,225616.43,78189.22,3.09,2.75,3.5,3.33,1.67,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have Private flood insurance flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0047,5dea7a7df87f5519e686ff7b,MG-Owner,True,Owner,20000.0,"Less than $25,000",1,1,True,False,True,True,True,-74.240031,40.882505,414,325,LOW,0.0,8028,243860.9,78084.33,2.36,2.12,4.0,2.89,2.33,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I have strong connections with my neighbors. We look out for each other and share information abo...,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0048,67aa4c3d54c8e17bcc8a7975,MG-Owner,True,Owner,100000.0,"More than $74,999",3,1,False,True,False,True,True,-74.282797,40.953874,260,68,HIGH,1.608,7666,384493.26,136723.77,2.64,2.88,3.83,3.11,4.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0049,6329bd3e699f53922a5da47c,MG-Owner,True,Owner,20000.0,"Less than $25,000",4,1,True,True,False,True,True,-74.232533,40.930547,441,152,LOW,0.0,7480,310404.13,132585.05,2.91,3.0,3.17,3.56,1.33,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0050,65e226c42aa80c2ecbb565f2,MG-Owner,True,Owner,42500.0,"$40,000 to $44,999",4,1,True,True,False,True,True,-74.253083,40.89028,367,297,HIGH,0.837,7848,164988.79,61535.28,2.09,2.75,3.83,3.11,2.33,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0051,65e226c42aa80c2ecbb565f2,MG-Owner,True,Owner,42500.0,"$40,000 to $44,999",4,1,True,True,False,True,True,-74.292517,40.880838,225,331,MEDIUM,0.35,7848,308590.39,115423.97,2.09,2.75,3.83,3.11,2.33,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My area has moderate flood risk. Some nearby areas flood but my specific location has been mostly...
H0052,66d96af9964c7ebb21f5d22c,MG-Owner,True,Owner,52500.0,"$50,000 to $54,999",5,2,True,False,False,True,True,-74.290573,40.900833,232,259,HIGH,4.445,7201,249451.6,85287.85,3.82,3.5,4.0,4.0,4.0,True,2,False,False,False,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I do not currently have flood insurance. The premiums seem expensive relative to my income.,I have strong connections with my neighbors. We look out for each other and share information abo...,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,This community is my home. My family has been here for 2 generations. I cannot imagine living any...,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0053,67aa4c3d54c8e17bcc8a7975,MG-Owner,True,Owner,100000.0,"More than $74,999",3,1,False,True,False,True,True,-74.262803,40.896112,332,276,HIGH,1.701,7666,228540.4,80765.16,2.64,2.88,3.83,3.11,4.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0054,6784a4f55aea2017f177ed85,MG-Owner,True,Owner,27500.0,"$25,000 to $29,999",3,1,True,False,True,True,True,-74.31029,40.865009,161,388,HIGH,1.236,7936,336397.16,163936.74,1.27,2.12,3.83,3.11,1.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0055,6643b8017df0302da95397b1,MG-Owner,True,Owner,37500.0,"$35,000 to $39,999",5,1,True,True,False,True,True,-74.337505,40.905276,63,243,HIGH,0.67,8234,381491.84,163891.59,2.45,3.0,2.33,2.22,2.33,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0056,6329bd3e699f53922a5da47c,MG-Owner,True,Owner,20000.0,"Less than $25,000",4,1,True,True,False,True,True,-74.315844,40.881116,141,330,HIGH,0.777,7480,370248.22,156180.4,2.91,3.0,3.17,3.56,1.33,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I know this area floods regularly.
H0057,6731d6e3c0f5542c912b8c25,MG-Owner,True,Owner,20000.0,"Less than $25,000",7,1,True,True,False,True,True,-74.281687,40.936657,264,130,HIGH,3.632,8010,217679.62,72754.56,3.91,3.75,3.17,3.78,3.0,True,4,True,False,True,False,0.0,0.0,I experienced flooding at my home Less than 1 year ago. The damage was significant and caused fin...,I have NFIP flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I know this area floods regularly.
H0058,677d50ee63c5cc384a8579b7,MG-Owner,True,Owner,100000.0,"More than $74,999",1,1,False,False,False,True,True,-74.312512,40.888614,153,303,HIGH,3.189,7302,255194.47,113772.17,2.64,2.88,3.83,3.33,3.0,True,2,True,False,True,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I have Private flood insurance flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I know this area floods regularly.
H0059,6731d6e3c0f5542c912b8c25,MG-Owner,True,Owner,20000.0,"Less than $25,000",7,1,True,True,False,True,True,-74.270856,40.911108,303,222,HIGH,3.237,8010,309255.76,102883.36,3.91,3.75,3.17,3.78,3.0,True,4,True,False,True,False,0.0,0.0,I experienced flooding at my home Less than 1 year ago. The damage was significant and caused fin...,I have NFIP flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I know this area floods regularly.
